业务板块,业务类型,序号,细分场景,内部处理办法及流程,对客话术,涉及反馈部门/微信群/工单模板,图片示例,,
售后业务,钱包类,1,解悠钱包扣款时间规则,绑定宝付渠道客户，使用解悠钱包优先扣款，会增加1次实时扣费。,"您好，为您说明解悠钱包的扣款规则：

1.扣款顺序：系统会【优先从解悠钱包余额中划扣】；当钱包余额不足时，才会从您绑定的银行卡进行划扣。

2.扣款时间：经查询，您绑定的银行卡渠道为[XX银行]，具体的划扣时间为[XXXX]，钱包与银行卡的划扣时间保持一致。",/,,,
售后业务,钱包类,2,申请解悠钱包报错“影像识别异常/个人影像识别异常”,收集客户清晰完整身份证正反面照片，将客户信息（姓名、手机号、车牌号）及身份证照片流转工单至【客服组长】处理。,"【方案一】
您好，您遇到的问题是由于前期上传的身份证照片清晰度不足，无法准确识别。请您按以下步骤重新上传:
打开微信，进入“解悠货车服务”小程序;
点击右下角【个人中心】;
选择【证件更新】，重新上传清晰的身份证正反面照片;
上传成功后，即可再次尝试开通解悠钱包。
如按上述步骤操作后仍无法完成，请您保存好相关提示截图或操作视频，并及时反馈给我们，我们将协助转交技术部门进一步核查。
温馨提示:请务必上传清晰、完整的身份证照片，避免反光或遮挡，以确保流程顺利通过。

【方案二】
您好，请您提供清晰、完整的身份证正反面照片，我们需要将此信息提交至相关部门进行核查处理。
如有结果后，我们会第一时间主动告知您，感谢您的耐心等待与配合。",工单类型【9901划扣问题】,,,
售后业务,钱包类,3,绑定微信渠道可以开通解悠钱包吗？,微信渠道可以开通解悠钱包，但只支持用办理人名下的储蓄卡/或申请公户充值进解悠钱包进行划扣。,"【关于解悠钱包开通与充值的说明】

开通渠道：解悠钱包支持通过微信渠道申请开通。

充值规则：开通后，钱包【不支持使用信用卡进行充值】。您只能使用【办理人本人名下的储蓄卡】进行转账充值，充值后的余额将用于自动划扣ETC通行账单。",/,,,
售后业务,钱包类,4,私户解悠钱包如何开通,"1.必须开通解悠钱包优先扣款功能；
2.后台绑定的银行卡不能解绑。
","【解悠钱包开通、充值与设置全指南】

第一步：开通与充值

1.进入 “解悠货车服务” 小程序，点击 【我的】 → 【解悠钱包】。

2.按提示绑定一张您【本人名下的银行卡】。

3.点击 【充值】 ，系统会为您生成一个专属的充值账户信息。

4.请您使用已绑定的银行卡，向该“充值账户”进行转账操作。

5.转账成功后，系统会自动确认并更新您的解悠钱包余额。

第二步：设置优先扣款（关键步骤）

充值到账后，请务必返回钱包的 【充值】页面，手动开启 “优先扣款” 功能。若未设置，系统将无法从钱包余额中划扣ETC账单。

重要提示：充值操作必须由【办理人本人名下的银行卡】向系统提供的“充值账户”转账，否则无法成功到账。",/,,,
售后业务,钱包类,5,客户提问：什么是异名钱包充值？,/,"您需要先为我们系统的解悠钱包开通授权。请填写一份简单的申请表。待专人审核通过后，您的家人便可以将通行费转账至我们指定的对公收款账户（非个人账户）。

温馨提示：充值的余额可用于划扣ETC通行账单，不支持提现。",/,,,
售后业务,钱包类,6,"（个对公）异名钱包开通流程
","1.要先跟客户确认是否开通钱包和开通原因；
2.开通流程及充值流程向客户说明；
3.相关材料发至客户打印并填写；
注：电子版文件、客户账户信息流转工单由支持岗进行审核并联系客户。","【解悠钱包开通指引】

您好，开通解悠钱包请按以下步骤操作：

1.进入 “解悠货车服务” 小程序。

2.点击底部 【我的】 ，进入 【解悠钱包】。

3.首先绑定一张您本人的银行卡用于提现。

4.绑定成功后，返回钱包首页点击 【充值】，即可看到您的苏商银行充值账户。

【文件审核流程指引】

您好，请您按以下流程配合文件审核：

1.准备文件：请将相关文件打印出来，并填写完整所需信息。

2.提交审核：将填写好的文件拍照或扫描，发送给在线客服进行初审。

3.后续处理：客服提交后，我们将在工作日17:00前安排专人与您电话联系，请您保持手机畅通。","工单类型：解悠钱包→流转人（支持岗）
模板：姓名，联系方式，车牌号，客户因银行卡都冻结，需要申请解悠钱包异名充值，烦请联系客户。",,,
售后业务,钱包类,7,（公对公）公户钱包开通流程,收集客户相关信息（姓名、联系方式及解悠激活的任意一个车牌号）反馈至支持岗对接开通。,"【17点前申请（当日处理）】

您好，为您登记开通公户钱包，需要您提供以下信息：

联系人姓名

联系电话

车牌号码

我们收到后将立即为您提交，今日17:00前会有专员与您联系，请您保持电话畅通。

【17点后或节假日申请（次日处理）】

您好，您的公户钱包开通申请已成功提交。

我们将在下一个工作日优先处理，最快于明日17:00前由专员与您联系，请您耐心等待并留意来电。

",/,,,
售后业务,钱包类,8,解悠钱包如何操作提现,"T日充值的金额为在途金额，T日可进行扣款消费但不能提现，T+1日才会变成可提现金额。
注：提现有千1.5的手续费，公户钱包不支持提现。","您好，提现操作路径如下：

1.登录 “解悠货车服务” 小程序。

2.点击底部 【我的】。

3.进入 【解悠钱包】。

4.选择 【提现】 功能并按提示操作即可。

温馨提示：提现业务将收取千分之1.5（0.15%） 的手续费。",/,,,
售后业务,钱包类,9,解悠钱包提现支付密码忘记，如何修改？,解悠小程序→解悠钱包进行操作。,"您好，修改支付密码的路径如下：

1.请登录 “解悠货车服务” 小程序。

2.点击底部 【我的】。

3.进入 【解悠钱包】 页面。

4.在钱包页面中，找到并点击 【支付密码设置】，根据提示即可完成修改。",/,,,
售后业务,钱包类,10,申请解悠钱包提示：不符合风控规则！,原因：是公安黑名单的原因，无法开通解悠钱包,您好，经系统核查，由于您的账户信息关联公安系统黑名单，根据相关规范，暂无法为您开通解悠钱包功能。,/,,,
售后业务,钱包类,11,申请解悠钱包提示：交易超时，身份验证失败，请您稍后重试,/,"您好，此报错是由于您的身份信息（姓名、身份证号、银行卡号、手机号）验证未通过，且短期内申请次数过多所致。

请您本人携带【身份证及银行卡】，前往【银行柜台】核实并更新您的预留信息。信息更新成功后，请于【次日再尝试操作】。",/,"=DISPIMG(""ID_C29EC5C939D148738EC3A1AF8908CAF4"",1)",,
售后业务,钱包类,12,"申请解悠钱包提示：开户异常
",收集客户信息（姓名、手机号、车牌号），及报错页面截图走CRM工单至【客服组长】受理。,"您好，此报错需要您提供车牌号及完整的报错页面截图，以便我们提交至相关部门进行核查。

我们会在收到回复后的第一时间主动告知您，感谢您的耐心等待与配合。",工单类型【9901划扣问题】,,,
售后业务,钱包类,13,申请解悠钱包提示：身份认证失败，请您重新核实姓名、身份证号码与手机,/,"您遇到报错的原因是系统检测到您填写的信息与银行预留信息不一致。为顺利通过验证，请您仔细核对以下四项关键信息是否与您办卡时在银行所留存的完全一致：

姓名

身份证号码

银行卡号

银行预留手机号

如其中任何一项信息不符，系统将无法通过验证。",/,,,
售后业务,钱包类,14,解悠钱包扣款相关功能的优化,"1.对于已开通解悠钱包3个月及以上的客户，钱包优先使用开启但从未有过钱包扣款成功记录的客户，在5月9日之后已批量关闭解悠钱包优先扣款功能。（正常使用钱包的客户未受影响）
2.对于已开通解悠钱包优先扣款的客户，每日进行失败次数统计，单日完全没成功过，日终失败次数会累计加1，累计满15天都未使用过，系统会自动关闭钱包优先使用，再此期间如成功扣款一次会再次开启后，失败的次数会清零重新累计。",/,/,,,
